	distance	height	weight	role	hot	age	description	name	mate	online_state
2380	4.42	165	60	0.5	11	27		困倦的人生	1	1
2381	4.42	180	67	1	62	29		你名字好冷	1	1
2382	4.42	178	62	0	134	22	"照片你发我回
无照片不回复"	fffkl		1
2383	4.42	175	65	1	895	28	照片本人。看感觉吧。外协，有素质的。	YoungOrlov	2	1
2384	4.43	169	60	0	1	22	骚的不行，来人呀	雷雨交	1	1
2385	4.43	170	58	0	45	22	要肌肉啊，有小伙伴一起健身的没！不过我可能不是特别有时间！	whysky	2	1
2386	4.43	173	60	0.5	159	20	想去健身了，练出自己喜欢的样子，然后做个讲道理，懂礼貌，有主见的充实大学生	哎呀-我去	1	1
2387	4.43	178	65	0	11	22	要不我们先qq	MAPFF		1
2388	4.43	179	65	0	59	20	Life is a journey  please enjoy the trip	阿阿阿水	2	1
2389	4.43	175	59	1	432	21	"不约不约
回复可能有延迟，见谅"	万古凌霄master	2	1
2390	4.43	170	60	0	3	30	已对家里出柜，不婚。找个有相同情况的男友	能留个名字给我嘛	2	1
2391	4.43	170	58	0.5	84	21	寂寞就是一个人关了灯躺在床上，玩着手机，听着音乐！	多年e后	2	1
2392	4.43	170	58	0.5	23	20	爱情就是个折磨人的东西，没有精力在和你们浪费时间，请不要没事来打扰我！	太过于认真	2	2
2393	4.43	170	88	1	136	49		憨厚gamgmt	2	1
2394	4.43	175	58	-1	101	24	"我不是帅哥只是还可以，正当职业，喜欢有情调。有气质.真诚的人，有原则不胡闹。阳光暖男一枚，💋💋你给我多少，我爱你多少
想干嘛直接奔主题，有什么说什么，我有酒，你有故事，你不主动，我们真没故事。不要拿你的无知，挑战我的黑名单。情不知所起，一往而深💋💋💋你想干嘛我都奉陪"	心给爱的眼眸	2	1
2395	4.44	170	70	1	741	38	"开心过好每一天，忘却所有烦恼。
"	不过如此缘	2	1
2396	4.44	178	63	1	410	24	"S
兼，职"	Ahh34		2
2397	4.44	176	60	-1	136	23	"有原则不乱，喜欢🕶洒脱，💋照片本人无需多问，本人外协阳光，长得还可以，#茫茫人海中，什么样的男人会吸引你的目光、赢得你的青睐？是帅气的外貌、显赫的家世、聪明的头脑、幽默风趣的性格、还是暖男气质？一切都是虚无，让我们一起聊聊，说不定那天还真成了
            ……想干什么就干嘛，有什么说什么直接奔主题，不要拿你的无知挑战我黑名单。   暮然回首，你值得拥有  💋💋💋一个人睡觉，一个人吃饭，一个人看电影，孤独的吃着“狗粮”，也不知道和谁说话。叹问你有多久没恋爱了……？"	第8号当铺V	2	1
2398	4.44	168	65	-1	21	24	"爱情，渴望而不可及
qq673370328
"	深海潜水	2	1
2399	4.44	170	50	0	3287	17	"头像已认证本人不要一找我就问我照片自己看资料谢谢！接受（20-25）大叔勿扰！

喜欢就关注😀关注就不要取消😌

再次申明：不约炮！不约炮！不约炮！重要说三遍！谢谢！

只交友不耍朋友😀"	北悸南歌	2	1
2400	4.44	180	85	0.5	22	21	"相爱总是简单  相处太难
不刻意寻找。"	星期天下午老地方		1
2401	4.44	175	57	0.5	53	21	"。

也就大四了"	樹艾斯比		1
2402	4.44	178	68	0	28	24	    hey	234five		2
2403	4.44	156	30	0.5	0	26		qrgdyhch		0
2404	4.44	173	59	0	548	25	最幸福的事就是我喜欢的人刚好也喜欢我！	GEORGEJIN	2	1
2405	4.45	178	85	0.5	10	30		史壮		1
2406	4.45	183	71	0.5	282	22		曼陀罗之吻	1	1
2407	4.45	176	74	1	194	21	呵呵	wsm12345		2
2408	4.45	170	61	-1	25	23		无时无刻把你梦_	1	0
2409	4.45	171	65	0.5	159	22	☝(Θ㉨Θ)你们还是图样	忍不住化身为鱼	2	0
2410	4.45	173	65	1	291	26	祝你岁月不波澜，敬我余生不悲欢。	M-A-D-E		1
2411	4.45	161	45	0.5	39	21	"真心……换……真心……

是不是长得矮就找不到对象 😷
"	逗比忧郁小王子亮仔丶	1	1
2412	4.45	170	64	1	157	40	需要真诚的朋友bf	成都cdcd		0
2413	4.46	178	60	-1	10	24	牵挂是人世间最美好的感情，没有之一	雨果-Hugo	4	1
2414	4.46	172	52	0	83	20	AmnEsiA	SImNevEREvER		0
2415	4.46	179	68	0.5	230	20	就好像城市里的鸟，随遇而安	鬼知道都是些什么	1	1
2416	4.46	174	65	0.5	0	21		小哥哥123520		2
2417	4.46	170	80	1	3	28		RNmr	1	1
2418	4.46	170	57	0	209	31		拳剥	1	1
2419	4.46	172	57	0	24	19	不约，颜控。	sssssssssssassss	2	1
2420	4.47	172	60	-1	119	27	没人聊天？	小鱼儿01	4	2
2421	4.47	173	59	1	45	40		路舟		0
2422	4.47	173	57	-1	10	19		--辄--		1
2423	4.47	172	55	0	69	19	大叔勿扰！	nothing-on-you	2	1
2424	4.47	180	62	0.5	185	21	是一个超级搞笑的人	Wo好麻烦	1	1
2425	4.48	175	60	-1	0	23		张小还匿名	1	1
2426	4.48	177	56	0.5	13	20		67365	1	0
2427	4.48	189	85	1	17	40	我就是我,不需别人来认可。	兜兜h	3	1
2428	4.48	175	60	1	152	24	不约	HsBy		1
2429	4.48	170	65	1	39	34		琅琊粗男	1	1
2430	4.48	181	72	1	9	24	uestc. into bears only	bearterminator	4	1
2431	4.48	178	65	0.5	164	21		GNNODY	1	1
2432	4.48	170	65	0	72	49		秋風秋雨		1
2433	4.48	170	75	0.5	57	40	回到成都	夜孤灯影随身	1	1
2434	4.48	170	53	0	24	21	年龄太大的就不要了      胖胖的也不太喜欢    丑丑的可以聊天    其他的可以发展	怪怪哼哼	2	1
2435	4.48	168	53	-1	561	19	原来的号已注销，只有这个唯一的号！	南山南MT	2	1
2436	4.49	175	60	-1	116	23		abandonedone	2	0
2437	4.49	182	70	1	17	21		Adriannnnn	4	1
2438	4.49	175	55	0.5	42	18	头像本人，要照私聊。大叔勿扰，我一般不会回的	summer童年	2	1
2439	4.49	174	55	0	2658	17	先红了脸，再红了眼	鸟仔先生	2	1
2440	4.49	175	61	0.5	91	19	      其实我们就想找一个谈的来，和脾气，在一起舒坦，分开了又有点想念的人，爱情如此，友情也如此。	微笑vv	2	0
2441	4.5	168	45	0	6	17		宫潺	1	2
2442	4.5	175	65	1	35	39		780613	1	1
2443	4.5	173	65	0.5	7	48		四川大海	1	1
2444	4.5	180	75	0	270	28	"什么是爱，在一起才叫爱。不能在一起的爱都是虾扯淡。 老公的爱才是爱，有老公才幸福。其他再多爱都是滥情。
  "	duomaoouba	1	1
2445	4.5	178	67	1	718	28	"       示弱

寻暖男一枚，一起走完这艹蛋的人生。喜欢那种兄弟式爱情：作为对方的调侃对象，细节上又经常让对方感动，互相都是真性情，一起闹，一起笑，互相逗比的②生活，一起从实用经济男往精致男迈进😂😂😂"	liu跨越时空来爱你	1	1
2446	4.5	176	68	-1	13	25	有话就说……只想安静的xxoo.别拿处对象给我‘画饼’，我很傻，会当真的。	Cddj24666	1	1
2447	4.5	175	55	1	948	24	.	取个名真难阿		1
2448	4.51	176	72	0.5	59	23	希望同志圈里爱是真爱，而不仅仅是情欲。          我喜欢运动，头像的身材是我想达到的。	我怕认真就输了		1
2449	4.51	171	75	1	81	43		男色天堂	1	1
2450	4.51	178	56	1	326	24	我希望找个合自己眼缘的人 性格不太偏差的人 好好的在一起 如果你也有这样的想法 那就来吧 哈哈	最多输入1个字吧	1	0
2451	4.51	170	53	-1	269	22	小城故事	我的名字叫做-安	1	1
2452	4.51	173	50	0	137	24	无照勿扰，谢绝约炮。	Adam-小强		0
2453	4.51	171	51	-1	32	22	有时候觉得两个男的处对象，真的像是在碰碰运气，好的可以一辈子，渣的就是纯属py。爱嘛，来日方长的事情，等不到人，也至少盼到自己	或许是来日方长的事情	2	1
2454	4.51	178	64	-1	233	21	"  
 lu 
 safety！"	fire-on	1	2
2455	4.51	180	55	-1	85	17	"其实很简单
其实很自然"	久久久久莂	1	0
2456	4.51	168	57	1	77	26	天生丽质难自弃，捕捉爱的小游戏	光舍利漏电	1	2
2457	4.51	172	57	0.5	224	22	"无照不复  
😀"	rooocky	1	1
2458	4.51	175	60	-1	0	23		yokaman		0
2459	4.52	171	52	0	1	19	难见	风月暗消磨		1
2460	4.52	220	53	0	105	21	友	anchovy		1
2461	4.52	175	60	0.5	31	26	现在想啪，有没有呢	趴在墙头的红杏	1	1
2462	4.52	170	65	0.5	9	38		zam987123	1	1
2463	4.52	172	52	0	3	22	👬👨‍❤️‍👨👨‍❤️‍💋‍👨💒🐶	多肉植物人		2
2464	4.52	172	62	0.5	35	34	若找不到你，不如一路看风景	慢潜		2
2465	4.53	170	62	0	23	21	不喜欢和陌生人见面。谢谢你这么好看还来找我聊天。	Victorrryang	1	1
2466	4.53	172	85	0	476	19	你躲进风里 我走进雾里	Chiulam		2
2467	4.53	170	61	-1	118	21	冷静冷静冷静一下。Ps:头像非本人	8521483695	1	1
2468	4.53	180	66	1	93	18	"穿白衣的少年后来亡故，他养的猫也死于非命

不是纯1，而是要看你有没有资格让我做你的妻"	安东尼奥的春天	1	1
2469	4.53	175	66	-1	187	28	出柜，有男友。游泳请发信息，没有其他。金牛区五里墩路33号奥林游泳池每天17点到18:30游泳（全年），可以一起游叫我。	游泳_--_嗯请叫我	4	1
2470	4.53	173	80	0.5	15	28	"
照片本人。随缘吧

我喜欢什么?（喜欢虎背熊腰的感觉，心有猛虎，细嗅蔷薇)

个人恶习:抽烟，喝酒，wow，炉石，青铜LOL，AB站，英榜B榜，单机游戏半宅。

"	人丑脚也臭	4	1
2471	4.53	172	57	-1	655	24	英语老湿一枚，欢迎say hi。 打招呼请用本人照片！	Momoda69	1	1
2472	4.53	174	66	1	3	31		浮森	1	0
2473	4.53	182	75	-1	902	32		无罔海	1	1
2474	4.53	173	56	-1	21	19	木格措~	zzwhan	1	1
2475	4.53	184	72	1	110	30	已经做到放下了，深浅不同 你只是喜欢香蕉而已！别和我说什么爱不爱的。	鱼尾轩	1	1
2476	4.54	174	60	-1	7	36	心爱的人啊，多年以后是否还记得，我的惦念，我的忧愁和挣扎？你知不知道，没有你我那叮叮当当的心啊，总是这样这样无处安放！	点亮那道光	1	1
2477	4.54	175	64	1	20	25		秋天的鱼儿	1	1
2478	4.54	178	65	1	191	29	已有bf，不约炮！419勿扰！哥本是来打酱油看帅哥的，单纯聊聊天就好！请你不要骚，骚就要挨操！	傻XO		0
2479	4.54	165	46	0.5	67	21	时光弹指一挥间·只为遇见你	一枚素颜星球	1	1
2480	4.54	172	61	-1	55	27		三角玛瑙	1	2
2481	4.54	170	55	0	126	30	对于短发和胸肌壮实的没有抵抗力！！！要照片的先让我看到你！ ！！	先生请自重1	1	1
2482	4.55	179	60	1	24	29		还是不要		0
2483	4.55	178	88	-1	234	24	约适中身材	朴正柬叁		1
2484	4.55	178	70	1	1747	22	"不谈恋爱

找健身搭档  游泳伙伴

有意向请联系我"	Mosoo	2	1
2485	4.56	220	200	-1	111	56		账号x注销	1	0
2486	4.56	172	58	-1	76	26	🌜你我左右🌛	柠檬与水		1
2487	4.56	175	60	-1	4	21	   😋白首不相离。找个能长久的。	BenLuk	3	1
2488	4.56	173	60	0	26	18	荣升大二狗😌鼓掌，啪啪啪	牧昔	2	2
2489	4.56	185	77	-1	0	29		范思泽		0
2490	4.57	182	60	-1	107	65	也许，应该离开这里了😂	Marino丶	2	1
2491	4.57	178	53	0.5	48	19	天然呆已经售罄啦，人工的要不要啊(๑・v・๑)	Pickie	2	1
2492	4.57	179	69	0.5	0	27	心理学专家，面相专家！你们别给我嘚瑟！想什么我都知道！	大男人175毫米	1	1
2493	4.57	178	65	1	75	29	。喜熊。其他勿扰。	sooooooooop		2
2494	4.57	173	66	-1	3	22	陌上人如玉，君子世无双	hhhzzzzz	2	1
2495	4.57	170	57	0.5	31	22		fdfmg	1	1
2496	4.57	172	60	-1	35	19	想到可能要孤独终老了，难过得想蹲下来抱抱自己。可是手太短抱不了，难过得哭了……	你的孤独虽败犹荣111	1	0
2497	4.58	166	56	-1	36	20	"すみません
ありがとう"	白彡狼	2	1
2498	4.58	177	60	-1	1161	19	"
头像是本人不要再问了哦😝认证了的"	XUZHIHAN	2	1
2499	4.58	174	57	0	7	21	"来撩我啊！
相册第一张是理想型…身高比我矮的就算了，反正我也不会回的…想要照片的先把你照片给我，谢谢。
不约。"	HG君	2	1
2500	4.58	173	69	0	70	21	"可羡慕

写个介绍也能写出

一大堆优越感的人

by 卡尔西法"	卡尔西法的豪先生	2	1
2501	4.58	173	57	0.5	2	21	In SENIOR year. Major in Transportation Engineering. Fan of Operations Research, Algorithms and Combinatorics, newcomer of Web Scraping and Data Analysis. Anche un grand fan d'Italia!	Professor_Andrea	2	1
2502	4.58	174	56	1	199	23	我也想约麻将。。。。。	下雨了	1	1
2503	4.58	174	63	-1	22	24	  离开，奉劝各位看官一句话，就算你再怎么相信你对象，爱爱时，该做的安全措施一定要做，不要为了一时的愉悦，日后受尽折磨。   性病的治疗过程，没有那么好受	多么痛的领悟88	1	0
2504	4.58	171	60	-1	51	23	"！本人是丑逼……资料照片美图秀秀美白的    我黑得很~   
     ……外貌的别来了。浪费你时间的。。。"	大丫大苹果	2	2
2505	4.58	170	50	0	7	18	谢谢你懂我	Ickq	2	1
2506	4.58	181	70	1	71073	20	🍄🍄🍄🍄交流群326682，如有兴趣，欢迎加入！	无聊到头上长蘑菇	2	1
2507	4.58	171	62	-1	4	18		Tmirror	1	1
2508	4.59	163	52	0	145	25		想不出来啥名字		1
2509	4.59	176	62	0.5	1	20	没有新鲜事	-Chuck		0
2510	4.59	182	75	1	230	21	梦里不知身是客，一晌贪欢	風林火屾		1
2511	4.59	183	76	-1	210	21	可以先認識妳麼	三式	2	1
2512	4.59	177	60	0	100	19	 。找同校男票、	A-Miao	2	1
2513	4.59	165	53	-1	115	20		盛晴天	4	1
2514	4.6	184	65	1	9	18	(,,•́ . •̀,,)开心	小皓酱	1	1
2515	4.6	170	58	0.5	67	21	找个人一起谈笑风生=_=	黑泽水友		2
2516	4.6	176	63	0.5	15	21	。	Waiiiiting		1
2517	4.6	175	58	0.5	61	20	嗯。头像本人	chenCHENing		1
2518	4.6	175	55	-1	114	21	  😬	LastWildestDream	1	1
2519	4.6	175	70	-1	149	20	打招呼请发照片，不发不回，一般发了照片的，我出于礼貌都会回复，除非是真的不对味，抱歉请谅解😘	Zorn贇	3	1
2520	4.6	176	63	-1	306	26	既见君子，云胡不喜！	迷凃		1
2521	4.6	175	60	-1	374	28	"多情自古伤离别，更哪堪冷落清秋节
🐵🙈🙉🙊🐒
此情可待成追忆，只是当时已惘然
🐻🐼🐨🐯🦁"	斯德哥尔摩的爱情	1	1
2522	4.61	175	55	0	216	21	微信：214259859	LunaYang		0
2523	4.61	175	60	1	151	66	"本人男        ……游戏狗……
    技能        ……吃饭……
     特效       ……吃五碗……
"	上瘾粉	2	1
2524	4.61	175	65	0	0	22		闻人说		1
2525	4.61	180	66	0.5	22	21	widest dreams	KK虾		1
2526	4.61	180	70	0.5	103	22	求个一起跑步健身的小伙伴	开心的小灰灰	2	1
2527	4.61	170	60	1	63	19	，	诸葛亮会飞	1	1
2528	4.61	180	50	-1	89	17	"   纯属养眼 不约谢谢。
小可爱找一个对象呗。
长得帅的再高冷也没用。
无照、假照、私处照不回。
拒绝闪照，你我更亲近。
我算是照骗吧 哈哈哈。
有痘，不过痘好了也是个好看的。
找撸友大神-影流区。
  可以交朋友来聊。
 不要逼我拉黑名单
主动久了就会累。
微信:675760743"	笑出八块腹肌i	2	1
2529	4.61	174	75	-1	38	20	。	啊啊阿啊啊	4	1
2530	4.61	175	55	0	92	19	●	Doinbbc		0
2531	4.61	176	62	-1	19	20	聊聊天都挺好的，嗯，挺好的	chengqinye	1	1
2532	4.62	174	57	1	154	20	"不喜欢娘的，不喜欢太幼稚的
约你妈，滚"	WQQS	2	0
2533	4.62	175	66	-1	164	24	乐型健身，坚持，坚持。。	Edisonzy	1	1
2534	4.62	174	57	1	57	20	喜欢成熟的人但是成熟不等于年纪大。娘的请勿say hi，我直男癌晚期，不约，交朋友看感觉。	S-Layh	2	0
2535	4.62	170	65	-1	22	27	有BF 找优秀的乖乖来三	yaomo		1
2536	4.62	165	65	1	33	29		幺叔攻	1	1
2537	4.62	178	68	1	195	25		你很二		1
2538	4.62	183	61	0	11	23		天转转		1
2539	4.62	175	65	-1	15	20	.	qwetkfn	1	2
2540	4.62	220	200	-1	6	76		我只呵呵	1	1
2541	4.62	177	53	-1	136	19	不好意思，我就是内个高冷婊	橙汁君	2	0
2542	4.62	175	70	0	26	20	人不帅 但很好 只是少个男盆友	怎样的昵称才存在		1
2543	4.62	176	70	1	239	30	微信yy219385	凶猛的狼	1	1
2544	4.62	180	62	-1	9	19	新生，快来撩我	语无欢耶	1	1
2545	4.62	181	70	0.5	25	21		井中的星空		1
2546	4.62	175	60	0	116	27	继续前行！试着寻找一个男朋友	蓝色窗帘		1
2547	4.62	172	54	1	52	20		UCCUCC	1	1
2548	4.63	173	60	0.5	24	22		你好朋友在干嘛	1	1
2549	4.63	180	65	0	123	28	欢迎say Hi	Neal2256	2	2
2550	4.63	172	58	0	71	21		马卡龙之吻		0
2551	4.63	170	65	1	9	17	"
Actually,it's hard to make your identity obvious.

Just want to be better.

I'm working hardly and try my best. "	不禅	1	1
2552	4.63	173	53	-1	8	19	"矫情却不再爱民谣 我没了故事 我要去远方
swjtuer~"	烛夜	1	1
2553	4.63	170	52	0.5	131	20	已有男票，请不要勾搭	Barrtte丶洛璃	2	1
2554	4.63	177	70	0	12	20	其实还是挺想找个关心自己的人。	Kvienss		1
2555	4.63	173	55	-1	27	19	"喜欢熊、喜欢戴眼镜的熊、喜欢偏成熟的熊
不约
学着交朋友，试着谈恋爱😬
要照私聊互换，不过我不帅"	VO-OV	1	1
2556	4.63	173	61	0	127	18	"没有照片不回复
写真预约 可以私信
寻找模特中（脸/身材）（接受裸露）"	jiu99	2	1
2557	4.63	180	65	0	135	24	啊	大叔kong		0
2558	4.64	170	65	0.5	0	22	😶 我就随便过来玩玩被这个密度吓到厚	19号楼小纯洁	1	1
2559	4.64	175	63	-1	54	19	"  〈     “在这个世界上一定会有一个你爱的人 他会穿过世界上汹涌的人群 他一一的走过他们 怀着满腔的热血和目光里沉沉的爱 走近你 拥抱你 他一定会找到你 你要等 ”

正经人 不乱约 不是颜控看眼缘 不娘不磨叽不抽烟 没空和你矫情不玩小心思只想简简单单"	玩世-	2	1
2560	4.64	172	57	0.5	336	20	"Cantonese in Chengdu.
SWJTU🏫
ins & Aloha：Mok_cw"	Mok_cw	2	0
2561	4.64	172	57	-1	44	21	"或许需要的不是恋人，而是能一直陪伴在身边的
 need to calm down and think what I really want."	breadmen	2	1
2562	4.64	162	52	0	148	25	哎呀呀，我觉得那种一次性照片，都好没意思	爱笑的大脸蛋		1
2563	4.64	169	58	0.5	28	19	"愿你余生安好嘴角带笑与他缘分也正好 
愿我不念过往不等时光不做痴情少年郎"	子沧	2	1
2564	4.64	175	67	-1	7	18	我喜欢测绘的茹毅。	我喜欢ru毅	1	1
2565	4.64	170	65	1	0	22		变本加厉487		2
2566	4.64	170	60	0	4	20	。	你啊我们		1
2567	4.64	180	60	-1	607	19	来撩我啊	凡人如我	2	1
2568	4.64	174	57	0	47	21		照相机家		2
2569	4.64	173	65	1	43	24		与日俱增	1	1
2570	4.64	172	55	-1	273	26	任何时候不要为不值得的人费神费时间…	少年赵文卓	1	1
2571	4.64	120	30	1	442	26	无	storyteller		1
2572	4.64	188	75	1	731	21	带照聊天吧 也烦问这问那查户口 大家都是成年人了想什么直接说不好么	半屌子		1
2573	4.65	220	200	-1	47	22	null	Reminds-		0
2574	4.65	170	58	0.5	161	31		lingkou		1
2575	4.65	170	56	-1	110	31	 成熟胖壮的聊！  约泡的勿扰！查户口的勿扰！	原来-你也在这里	1	1
2576	4.65	174	65	1	447	24		Zackiey	1	1
2577	4.65	168	51	0	20	19	交大，欠我一个男朋友！好想脱单，让我有个男朋友吧！	还我BF	2	2
2578	4.65	171	60	0	106	20	"
我想和你去游乐场。

和你一起看恐怖片惊悚片悬疑片？？

和你一起睡觉。

陪我逛超市啊！！

看电影嘛~"	I-Wanna	2	1
2579	4.65	182	69	1	197	22	只是看看	xx李		2
2580	4.65	172	64	0	116	20		名字很长啊	2	1
2581	4.66	174	48	0	374	19	"等攒够了钱   

我想开一个花店  

想在居无定所的城市有一个期待"	八級崩壞	2	1
2582	4.66	175	65	1	160	20	💣	猎---		2
2583	4.66	165	47	0	119	21	"哲学，心理学，电影…
学好英语😶…
约炮以及中年叔叔再见…
不太喜欢胖胖的😷..."	尾生ws	1	1
2584	4.66	179	67	0.5	76	22	情不知所起，一往而深	Kiwiwan	0	0
2585	4.66	170	54	0	47	20	有时候觉得一个人也挺好	-阳先生		1
2586	4.66	181	72	-1	41	20	诘问着我的执着	Captain燁	1	1
2587	4.66	172	64	-1	22	19	喜欢成熟大叔	一路丶向北	2	1
2588	4.66	173	60	-1	98	20		absolutlyzz	1	1
2589	4.66	172	74	-1	11	20	大三狗，找bf，不约	名字好难取_	1	1
2590	4.66	170	60	-1	9	21	聊天就好。。。	wreckingball峰	2	2
2591	4.66	181	70	1	6	19		oooooo哦	1	1
2592	4.66	170	55	0	99	22		123cfg		0
2593	4.66	175	63	0.5	89	25		tackie		2
2594	4.67	183	70	1	505	21	Alōha：SUCKITHARD	ALoha		1
2595	4.67	162	62	0.5	161	41	我是大叔，真心找一男过曰子	有同爱吗	1	1
2596	4.67	183	60	1	55	19	"不忘初心，方得始終......
 
  喜欢交朋友，帅的更好😌😌
  
在校大学生
  
不娘，娘炮勿扰
   "	触摸不到的_他	2	1
2597	4.67	175	66	-1	3	28		空gfh	1	0
2598	4.67	174	55	-1	30	24	最好听的情话不是许你一个未来是带你一起走向未来！	小豪么么	4	2
2599	4.67	175	60	-1	462	24		森柯栋	3	2
2600	4.68	174	58	-1	18	23		逐梦蓝蓝	2	2
2601	4.68	181	57	1	24	21	"不约
很宅
渣基三
外省求学中"	这么厉害a	1	2
2602	4.68	178	70	-1	75	21	发给我信息的兄弟们，我一般不会回的哈，我只是上软件和同学们玩玩，不约，不面基。对不起啦	bigsize	1	1
2603	4.68	170	52	1	1	24	无聊时候聊天.一起lol 水货高手统统来！艾欧 诺克裁决 黑色！	Gffvbb	3	1
2604	4.68	185	75	-1	7	22		Fmase		1
2605	4.68	164	45	-1	47	18	关键字：DOTA、正太、大叔、免费资源、骚聊、不xo。我很污！就问你怕了没有？！哈哈哈。	天然呆嗯		1
2606	4.69	173	81	0	82	20	单身求解放，非外协，貌丑，喜猴，来个妖孽收了我吧(｡ì _ í｡)	傻狗的一天	2	1
2607	4.69	167	50	1	6	23	"谈恋爱建立在互相了解的基础上   
没通过一段时间的相处

为什么可以轻易在一起

一见钟情什么的

不是很靠谱"	等待D杰	1	1
2608	4.69	175	60	0	33	27	出差，两天后回内地	爱漂浮的娃		0
2609	4.69	173	55	0	99	20	大三了，西南交大还欠我一个男朋友	mDzZ0	2	1
2610	4.69	168	60	-1	58	17	"As long as you havegot passionin your youth,I'myours.

I am a good boy but looking for a bad boy.will u be my next blank space?

本人高中生，欢迎打搅。我终归落入俗套--聊天请带照。

Come and chat me on Wechat:ecdyuan0510"	ExLooking	1	0
2611	4.69	175	60	-1	183	27	"　　如果有来生，要做一只鸟，
　　飞越永恒，没有迷途的苦恼。
　　东方有火红的希望，
　　南方有温暖的巢床，
　　向西逐退残阳，向北唤醒芬芳。"	殊勝	4	1
2612	4.69	173	52	1	186	22	无聊啊	么么小豪	1	1
2613	4.7	172	65	-1	6	26		rain鎊		1
2614	4.7	177	80	0.5	87	22		Kevin	1	0
2615	4.7	169	52	0	42	21	"已出柜。有男友，聊天出去玩都可以，约炮免了。
聊天啊，无聊～回复晚了请见谅，最近很少上"	有个好名字可以让人记	4	1
2616	4.7	176	70	-1	29	19		anlingz	1	1
2617	4.7	170	61	-1	24	29	Undo	落鑫		1
2618	4.7	181	60	0.5	0	20	不约哈，诚心交友	韩泽熙哈	2	0
2619	4.7	173	64	1	186	27	MB勿扰，喜白胖，	巴加尼		1
2620	4.7	170	55	0.5	44	20	不约🤗   有老公	我叫正大大		1
2621	4.71	172	56	0.5	4	18		妖孽男神123		2
2622	4.71	175	63	-1	26	27	都是爷们儿有话直说......	Z森Xiao		1
2623	4.71	179	73	0.5	14	21	Love,is a dangerious disadvantage.	惄		0
2624	4.71	172	60	0.5	23	30		A5112333		2
2625	4.71	175	67	1	512	33	"喜欢裸睡，
人生苦短，该爱就爱，喜欢的就要大胆追求，错过的就要勇于放下！

照片非本人。想聊自觉发片！"	Tony.LPC	1	1
2626	4.71	180	64	0.5	7	20		ggggrrrrr	1	1
2627	4.71	176	53	0	21	21	。	CcCnnnn	2	1
2628	4.71	178	64	1	72	24	"没忍住，还是装了blued。

约的朋友请勿打扰。"	剑雨92	1	2
2629	4.71	178	62	1	51	19	"我快变直了。。。。（我的年龄，身高体重全是真的) 
  我是外冷内热型的，外表像高冷吧……"	你来丶我暖你一生	2	1
2630	4.71	177	65	0.5	218	21	"本人 真·21岁
没有我美，乖乖闭嘴"	啾咪噜惹厚	2	1
2631	4.71	120	30	1	1	21		zmaddd		1
2632	4.71	178	65	-1	19	24		那妳很棒啊给你鼓鼓掌	2	2
2633	4.71	174	64	0	220	19	花底藏月，叶上动心。	青春作废	2	1
2634	4.71	170	65	0	63	18	长得不好看，别喷	妖娆不过妲己娘娘	1	1
2635	4.71	175	60	-1	163	35		有空嗨嗨	1	0
2636	4.72	168	60	0	24	40		内江中年人	1	1
2637	4.72	175	30	0.5	15	24		有点儿小肌肉	1	0
2638	4.72	176	64	-1	94	26	喜欢直接的！！！都是爷们儿别磨叽	这个账号有点污		1
2639	4.72	181	62	-1	639	23	"我们两个最大的默契就是你不约我我也不约你🙊
                                           ————曼陀罗"	枯枝曼陀罗	1	1
2640	4.72	179	77	1	43	25	渴望爱情。	NecroTown	2	1
2641	4.72	180	67	0.5	372	19	喜欢的还是你	土豆大地瓜	1	1
2642	4.72	174	63	0	255	29		性感原味内裤控	2	1
2643	4.72	175	63	-1	5	20	.	网球搭档		1
2644	4.73	178	56	0.5	6	20		RonaldStone	2	1
2645	4.73	180	60	0.5	14	24	不约，聊天可以	熬大咪	4	1
2646	4.73	172	56	-1	119	21	找个差不多的，太好高攀不上。不要高冷逼，对暖攻没有抵抗力。	狐狸的窗户		1
2647	4.73	175	50	-1	190	17		LioHao	1	2
2648	4.73	175	65	-1	45	21	哈哈哈…………希望能交能聊，能有共同爱好，偶尔逗逗的好基友	欢迎骚扰haha	1	1
2649	4.73	173	58	0.5	15	25	交大夜跑求带。。。。。	不要叫我张蜀黍嘿嘿嘿	4	1
2650	4.73	172	60	-1	854	26	相恋一刻只是我的侥幸	七目屎	2	1
2651	4.73	162	47	-1	853	18	进来了，就关注下呗😇	piepu	2	0
2652	4.73	173	50	-1	997	22	我画了副棺材，有你有他…不约，约炮者勿扰，无脸者勿扰，谢谢！	mu木梓辛	2	1
2653	4.73	182	80	1	142	22	"择一城终老，选一人白首。
合适找，不约，不6，不乱，不泡吧。
多一点套路？少一点真诚？😂😂😂😂
我？1米82.体重160（努力减肥中），煮饭七年，喜欢煲汤，网瘾少年爱打游戏，动漫狂魔，听歌，看剧，看娱乐，有时候情绪落差大，养了一些多肉。
你？身高170以上，呆萌，阳光，积极，不乱，踏实，忠心，爱好和我差不多就好了。
不能接受耳钉，项链，戒指，手镯之类的物品。
经济独立制爱情。
我想有一个属于我们的小窝。找个人，过日子。
我在给你发消息，说明我想撩你。
直接发照片，不要浪费时间。
调养身体，禁欲！"	Mickeyisamouse	2	1
2654	4.74	176	56	0.5	180	26		Sugarman05	1	1
