	distance	height	weight	role	hot	age	description	name	online_state
2858	2.96	174	64	0.5	225	31		没有昵称3245	1
2859	2.97	170	60	1	32	29		67740981	1
2860	2.97	177	68	1	2012	25	微信，zichen019005	子辰	1
2861	2.97	173	66	1	89	22		sdfzddcxxggf	1
2862	2.97	187	63	0.5	19	18		来来来来来i	2
2863	2.97	180	67	-1	52	22	 枯燥	圣母婊	2
2864	2.97	180	77	1	99	27	🐻跟🐷是有区别的 带照片嗨不回复代表不合适	USEROrxzLp	1
2865	2.97	172	65	0.5	48	30	独自等待那份真挚的爱，照片自己	一个的人生活q	1
2866	2.97	180	62	-1	0	25		想你不能眠	0
2867	2.97	170	68	-1	3	25		肤浅888	0
2868	2.97	170	61	-1	62	37		法者	1
2869	2.97	170	65	0.5	404	23		AJJ婚纱	1
2870	2.98	170	70	1	59	36		Drzhang1980	1
2871	2.98	183	95	1	683	27	本人已有男朋友，不约，可以聊天。	只等一人心183	1
2872	2.98	170	62	0.5	33	25	资深外企HR，创业中。	向着肌肉进发	1
2873	2.98	174	65	1	633	29	走了的人就走了吧！活着的人还是要好好活着。因为人生下一站的舞台还很精彩。	翱翔明天	1
2874	2.98	175	60	-1	48	28		芬芬太尼	1
2875	2.98	180	68	0.5	470	22	智商低的绕道	上帝的菊花	1
2876	2.98	177	78	0.5	1	42		红色的猫	0
2877	2.98	172	66	-1	72	21		两个人一辈子a	0
2878	2.98	175	69	1	354	28		cameralink	0
2879	2.98	175	70	0.5	464	27	成都火车站候车中	b2051168	1
2880	2.98	180	60	0.5	421	26	没有什么不同，	心里一直有你	1
2881	2.98	178	75	1	258	26		東西sth	1
2882	2.98	177	63	1	1627	25	找0 带照 30以上不要聊	张狂	1
2883	2.98	182	75	1	773	30	什么时候有个人和我定下了？你在哪？😂	在路上我和你	1
2884	2.98	176	69	0.5	173	33	喜🐒	戰無休	2
2885	2.98	175	62	-1	0	25		回忆逝去爱情	1
2886	2.98	175	70	0.5	24	20	when it comes to you my tears roll down xjtuer	CauseTruth	0
2887	2.98	182	95	0.5	109	26	身高180以下的就不要打扰了……	皇太子宝贝儿	1
2888	2.98	178	62	-1	26	26	照片是我别叫发照片了	阿忆19	1
2889	2.98	177	65	-1	139	24	交朋友而已	拉夫劳伦	1
2890	2.98	175	65	-1	330	26	我在这里等你…只求真心～玩的约炮的滚远也不要打招呼！	属于我们的生活	1
2891	2.98	177	73	1	336	22		cmoigvb	1
2892	2.98	173	58	-1	198	27	有肚子娘的的勿扰！装清高装逼的勿扰！别问是什么？感觉对了什么都可以！打招呼前先点击关注！	对的你在哪里	1
2893	2.98	183	67	1	294	26	照片本人，不要问了，喜欢跟我一样爷们的。墨迹的不聊，重复一句，照片是我。。。，加了微信别废话。26/183/67/1/20        	雨后笑了	0
2894	2.98	180	65	0.5	949	23	"爱摄影，爱插画的一只设计🐶，希望找到有共同语言的朋友喜欢有才的人，或者能让我拍的美美的去得瑟的人

对于一问一答，一字一句的聊天方式，我还真的接不下去了"	Skins-X	1
2895	2.99	176	70	0.5	251	24		Blacklnesss	2
2896	2.99	170	61	1	4	26		铁迪片	1
2897	2.99	177	70	0	69	41	"文气 、书卷，生活在城市，从小便知自己与众不同，怎奈当时没有网络和当下的氛围，只能一直孤单…先在大学任教，后到政府任职。喜欢音乐、钢琴，欣赏体育运动……好想有个人能轰轰烈烈地追我一回，不离不弃地宠我一生😊我愿一直陪伴你……也希望认识志趣相投的朋友……本人有轻微洁癖，不讲卫生者止！
"	文气女王受	1
2898	2.99	177	63	1	1497	21	你身上的温暖蛊惑了我，让我误以为那就是爱情	银色杀手	1
2899	2.99	178	62	1	481	22	无照的、不要找我	顾子之	1
2900	2.99	176	60	0	39	27	👬	FergusneedsaBF	0
2901	2.99	175	55	0.5	286	23	我很可爱噢	很纯很暧昧e	2
2902	2.99	179	60	1	43	26	跟着感觉走……	舒love念	1
2903	2.99	175	52	0.5	11	18	不要一开口，就约见面。   欢迎聊天。 	白畅	1
2904	2.99	170	63	-1	134	26	北山门凯悦网咖，开黑来，来，来	没有梦想的蒲公英	1
2905	3.0	175	58	1	864	25	带照说话，发阅后即焚照的我会截图，不回复即不合适	Henry-MT	1
2906	3.0	181	80	1	439	22		gkbmgf	1
2907	3.0	178	65	1	4	22		其实就是找小0	2
2908	3.0	171	57	-1	9	22	hey，唱歌约起啊	等的就是你	1
2909	3.0	170	65	1	29	26		勾人人魂魄的ts人妖	1
2910	3.0	180	67	-1	216	25	对大长腿无抵抗力。	Reeeeffd	1
2911	3.0	179	80	0	47	28	有打网球的可以加qq，喜欢打网球	喜欢中年胖蜀黍	0
2912	3.0	173	62	0.5	98	21	"相册本人 聊天止于哦嗯

无照不聊  傻逼别找骂

 照片纯属个人喜好并不代表什么

不主动发照片还要看我的免开尊口"	off丶white	2
2913	3.0	170	65	1	129	40		厨励	1
2914	3.0	175	65	-1	87	80	妈的，找炮友的都给老子滚远，还有那些自己为事的人少他妈的在我面前和我耍酷，装逼，拿钱来和我说事，你找错人了，老子只聊天，不见面。😡感动不等于感情，去他妈狗屁理论。	rubest傻瓜男	1
2915	3.0	172	57	-1	66	19	结交有品位的朋友，你可以走进我的世界、但不可以在我的世界里乱走！35岁以下勿扰！ 对东北微胖或者胖大叔无抵抗力 💪	Therefore--	1
2916	3.0	170	66	1	18	26	恋老	只爱你一个zzh	1
2917	3.0	171	85	0	28	40		虚胖的不要不要的	1
2918	3.0	152	51	1	17	69	"
"	ynynygq	2
2919	3.0	175	65	0.5	41	36		踏板舞蹈	1
2920	3.0	175	50	0	50	20	"                            他不喜欢你 又不放过你
                                    "	前男友情书	2
2921	3.0	175	65	-1	194	22		1234567哈哈怪	1
2922	3.0	178	65	-1	42	21	头像那个在后面的是我	总有一些想害朕	1
2923	3.0	182	72	0.5	129	21	诺伯曼健身求小伙伴，求带学游泳🏊~啊啊啊	Lon桀骜	1
2924	3.0	178	60	-1	42	23	原来有些你自以为很重要的人，你不联系他，他就真的永远不会联系你。来了就关注一下，谢谢	我想陪你唱歌	1
2925	3.0	178	68	-1	290	22	"    关注我
我这里等你       🎈🎈🎈
照片本人
年龄大的勿扰
lNS：2711511346
不乱于心，不困于情。"	小华先生	2
2926	3.0	178	70	-1	185	26		huabutoujibanjuduo	1
2927	3.0	175	60	0	101	22	m	唔啊污	2
2928	3.0	168	80	-1	347	36	Stubborn alive	Alphabo	1
2929	3.0	173	55	-1	76	39	我只负责精彩，老天自有安	槿色素颜空凉城城	1
2930	3.0	175	65	-1	19	28		心动国际健康	1
2931	3.0	178	70	1	336	30	"你若不离不弃，我必生死相依……
情不知所起，一往而深……方便的话可以微聊gr285727211,"	真哎	2
2932	3.0	173	60	-1	405	30		watpgama	1
2933	3.0	175	75	-1	453	20		超人阿达达	1
2934	3.0	182	68	1	109	23	没礼貌没教养的勿扰，不回复就是没兴趣	涔涔f	1
2935	3.0	177	60	-1	565	21	若爱便许我一生	咯咯咯咯咯咯咯咯哒	1
2936	3.0	180	61	-1	39	26	本人不娘，也很反感娘炮，不要看几张照片就断定别人娘！身边朋友都是直人朋友，只想找个聊得来的圈内朋友，无照不回复，照片都是本人！😬😬😬	Edcky奮	1
2937	3.0	176	63	1	371	26	喜欢25-45岁干净有素质的休闲或正装朋友，娘的，骗子，变态的勿扰，	淡看图像	1
2938	3.0	181	67	1	241	26	找个长久的他！你若不离我便不弃！来了先关注，不关注的不要理我😀	公狼诱惑	1
2939	3.0	173	82	0	53	23	……	诺森德的严寒	0
2940	3.01	178	65	0.5	566	24	少点套路！你想做什么，直接说！说不定我也想呢！	冷衍射生	2
2941	3.01	180	66	0.5	580	27	一米八以下七十五公斤以上大于30岁的慎搭讪	Nodreamer1	1
2942	3.01	178	73	-1	74	38	过往，远不及当下精彩……	贝加尔湖的篝火	1
2943	3.01	183	64	0.5	192	26	寻固定zhu nu玩伴	Roadki11	1
2944	3.01	170	88	1	150	27		熊米且黑	1
2945	3.01	174	67	1	248	22	"要照片的自带照
你发我回。谢谢"	dog丶sun	1
2946	3.01	173	58	1	1517	30	"只约不聊，无照的死远些。
聊天找朋友的别烦我，
年纪大的，丰满的，不是我的菜
聊天脑残的，发假照片的请自重
你们就算闭门家中坐，横祸也会天上来
我有地有东西，你要不想出钱开房买东西
麻烦主动发照片，不要嫌我远。
纠结头像是不是本人的，我想问一句
你头像放只狗，你就是狗了？
我要是头像放个你爹照片，我就是你爹吗？
嘴臭心黑的请小心，我下蛊了
你对我哔哔什么，你全家必遭百倍反噬
如果你没看上面这些就跟我聊
我只能认为你不瞎，只是你爹是你妈表哥。"	AF天蓝	1
2947	3.01	172	60	-1	284	26	已出柜，真诚找不结婚，一辈子彼此在一起的人，非诚勿扰	皮皮哥0901	1
2948	3.01	175	60	1	322	31		森林卫士	1
2949	3.01	173	65	-1	136	27	"只聊天，不约，免开尊口！还有给别人说没照片的别怎么怎么，说这话的人有的只有半身""丢""脸的，也是那样说，你小心别把你仙人也""丢""了"	二楞娃	1
2950	3.01	179	70	0.5	5699	22	"
话题可以聊很宽    脑洞超人   
兴趣很广  
不约…
OW 守望先锋
😐 照片本人"	李木讷丶	1
2951	3.01	173	70	-1	202	33	默	太阳部落的戏	0
2952	3.01	170	57	1	103	23	喜欢43以上的白胖中老熊零	八月1日	1
2953	3.01	170	60	0.5	58	22		低一点点	1
2954	3.02	178	62	0.5	241	20	喜欢不娘炮的，其他没毛病！	探戈H	1
2955	3.02	171	75	-1	151	45	竹下听雨声……（只是看直播）	心竹听雨	0
2956	3.02	175	60	-1	17	27		而过之梦	1
2957	3.02	170	59	1	381	26		hsix	1
2958	3.02	185	66	1	777	22	"不要在问我要照片，
头像本人，照片本人，不喜勿喷。
不要在问我情况，
资料真真实实。
不要在问我约不约，
珍惜生命，约炮绕道。
进来就关注下谢谢。                                                                聊天先发照片，
否则免谈。
进来就关注下谢谢，
关注必回。"	铭轩轩	1
2959	3.02	175	72	0	411	42		喜欢黑色亮皮鞋	1
2960	3.02	182	64	-1	553	22	Two of the hardest things to say in life are: Hello for the first time and Goodbye for the last.	kkkkkkkk5	1
2961	3.02	179	75	-1	27	31	忽然想知道放上照片会是啥效果	jb洋蛋	1
2962	3.02	180	75	0.5	8	33	若离去，便是后悔无期！再见，再也不见！	布丁丁当当	1
2963	3.02	180	60	-1	1441	27	呵呵	一三一世生生世世	1
2964	3.02	174	70	0	16	27		骚妖	1
2965	3.02	170	48	0	22	21	没必要为了一个人把自己从雪碧摇成没有味的甜水	_Magpie_	1
2966	3.02	175	73	-1	6	23		你布鲁克林	0
2967	3.02	178	75	0.5	138	31	无聊！崩溃！想死！	太jb扯	1
2968	3.02	174	55	1	191	28	弱水之畔、彼岸花开！	你们爱小毅吗	1
2969	3.02	178	62	1	452	27	有对象，不约炮！私聊先关注 感谢宝贝们的关注，不关注 不回复 聊天带上你的照片！但行好事，莫问前程。	上升狮子座	1
2970	3.02	168	90	-1	485	53	《↓活在裆下↑》——爱我就请我，先喝杯咖啡呀！	西安霸气侧露	1
2971	3.02	178	70	0.5	39	30	30岁至40岁之间，能聊天，先交友，消费AA。要照片的先发，看到必回，文明交友。	qbz40821sx	1
2972	3.02	173	60	0.5	1074	26	😁😁😁😁	桃花源草莓	0
2973	3.02	183	70	-1	645	30	178以上，35岁以下。身材好或匀称的再打招呼！不是勿扰！头像已经认证过了。相册也有照片。别再让发照片了	而立马先生	1
2974	3.02	166	63	-1	34	26	。	感动的风景	1
2975	3.03	175	84	1	1	33	看了就烧的照片就不用发了哈，那是给另一个世界人看的	卤稀稀	1
2976	3.03	177	65	-1	247	33	左右手	man99999	1
2977	3.03	178	60	1	457	23	我想每天睁眼的第一瞬间你都在我的十步以内	麟儿其	1
2978	3.03	180	65	0.5	639	22	"小学弟呐？
微信digua131【假照和无头尸绕道】"	地瓜-	0
2979	3.03	170	62	-1	88	22	没有签名	亲亲呵呵哒	2
2980	3.03	174	71	0.5	15	40		jackey168	2
2981	3.03	173	113	0.5	224	30	我是熊，寻找那只猴…	熊熊熊火	1
2982	3.03	177	60	-1	469	23	你就放纵吧	夢遺少年	1
2983	3.03	177	62	-1	178	28		分享余生	1
2984	3.03	172	56	1	701	26	"有些事，发生了就只能接受。有些人，失去了就只有放手。有些路，选择了就没得回头。人生就是这样的无奈。
当看破一切的时候，才知道，原来失去比拥有更踏实。"	旧日的爱	1
2985	3.03	175	63	1	152	23	"找对象。
微颜控，傻逼勿扰🙊
要照私发，无照不聊。谢谢。"	-Sasuki-	1
2986	3.03	174	70	0.5	96	31	本人33.174.70短发、阳刚、壮，真诚找斯文。阳刚。不C年轻男做朋友。学生最好。合适的微信tzsd521私聊。26以上的和无聊的闪。	tzsd	1
2987	3.03	172	70	1	1081	30	喜欢不胖，不C，不幼稚的，脾气不怪的朋友！有空可以一起聊聊天！希望能碰到有缘人……	爱已用劲	1
2988	3.03	175	70	-1	16	25	尽管人群拥挤，每个人都是沉默的！	倾诉Yo	1
2989	3.03	179	67	0	682	29	人丑事多  谨慎勾搭  聊天先爆照  销毁的就别发了 记性不好，记不住，也懒的看	walnuts	1
2990	3.03	174	53	-1	297	22	没什么好发的	英特纳雄奈尔	1
2991	3.03	175	51	0.5	5	19	小学生也要约也是够了...	Errrrrrrick	1
2992	3.03	180	61	0	350	28	瑞丽健身  0.5勿扰 老头勿扰 0勿扰  嗯，哦，“？”勿扰 假照勿扰 自己都觉得自己丑还有什么意思 没有谁要迁就谁 自重	河畔青芜堤上柳	1
2993	3.03	170	55	0.5	373	27	真诚交友，找个专一不乱，善良的。长相一般就行。本人一般。	缘起缘落惜缘	1
2994	3.03	180	74	1	1010	34		一郎君一	0
2995	3.03	173	65	-1	18	33	寻找丢失的自己	朗臣	1
2996	3.03	178	60	-1	1643	25	"你肯定不喜欢我 毕竟我那么屌……
我也只想找个男朋友 仅此而已！"	Gink	1
2997	3.03	174	60	1	15	22		宝宝爱bb	1
2998	3.03	170	60	0.5	6	35	一天天的变老了，青春不在了，出来打拼的我，朋友可以用车拉了，为什么我还这么孤独？好像有一个熟知我的你，来做人生的的灯，让彼此不在孤独。	大了小了	1
2999	3.03	179	70	-1	3203	26	照片本人  山东淫儿😄一块🏊一块🏃加v纯粹是增加黑名单的额度 其他没想法	老子不吃你那一套	1
3000	3.03	172	62	0.5	28	24	"不要问我在哪
胖丑勿扰
不回复就是不喜欢
发完照片在聊天"	9月16日星期六	1
3001	3.03	177	62	1	817	23	沉淀	杲杲杲杲	1
3002	3.04	175	65	1	187	26		度呤叮	2
3003	3.04	175	70	0.5	97	41	寻找稳定情感	清澈山泉	1
3004	3.04	176	78	-1	117	23		无所事事呀	0
3005	3.04	170	60	1	923	35		YesOrNo666	1
3006	3.04	176	53	0.5	97	21	。	ChenJerry	0
3007	3.04	176	65	1	1165	37	就是这样	风吹叶摇	1
3008	3.04	180	56	-1	67	22		啦啦改改	0
3009	3.04	173	72	0.5	15	21		GAMDUM	0
3010	3.05	175	75	1	41	55		不老情	1
3011	3.05	172	60	0	226	25	"✘0.5和0勿扰✘，你敢娶，我就敢嫁。国家公立单位上班，寻找一个老公，真心用心的聊。

不要一来就是你在什么地方？见面？约不？你下面一米长也不稀罕。趁早闭上嘴巴。

愿得一人心，白首不分离，携手同终老。

请
看
☞ 1.接受完全出柜或半出柜不和女人结婚的人。
     2.接受终身不和女人结婚的人。
     3.接受离婚不和女人结婚的人。
     4.双方家人同意或不反对。
     5.接受离婚带孩子不和女人结婚的人。
     6.接受对方形婚。"	出柜纯0猫猫	1
3012	3.05	178	65	-1	844	26	     照片本人	Yizon	1
3013	3.05	180	70	1	486	33	"要照片的闪远、
所有照片与本人无关！
我是一个直来直去的人、我喜欢比较直接的人、我不要求你有多帅、但是你必修干净、

"	Aibuqiwo	1
3014	3.05	181	72	0.5	12	33	"
照片本人、带照说话！"	戴着面具跳舞	1
3015	3.05	180	75	0	711	28	再见	野远	0
3016	3.05	172	50	1	62	21	只交朋友！不约！	西安军哥	1
3017	3.05	183	62	1	29	23	期待男朋友或者朋友，本人不错肌肉。大叔勿扰，非诚勿扰。本人西安研究生在读。欢迎真诚学生党打招呼。   头像，相册照片真实本人，喜健身，发假照的走远，别欺负我。	东方其力	1
3018	3.05	174	65	1	186	32	#%^**^%#}%^	我家隔壁的怪蜀黍	1
3019	3.05	177	68	1	380	28	一个个各方面真不咋滴，偏偏装的自己超级优越，真想撒泡尿让你们照照自己。	袅袅轻言	1
3020	3.05	180	70	0.5	79	26	勿扰	VVwang	0
3021	3.05	183	71	-1	591	25	遇到真诚的你……	Mei美	0
3022	3.05	182	75	1	388	34		陨落之石	2
3023	3.05	170	80	1	4	40	今天碰到这逼货，可真TM的够扯淡的	水上漂浮	0
3024	3.05	170	78	1	4	36		顽皮的精灵	0
3025	3.05	172	60	0.5	94	25	我不说话的时候，请你保持安静	蝶衣舞千秋	2
3026	3.05	176	57	0	1246	26	"“你要和我计较，我绝对不会大方。你要特别慷慨，我绝对比你还敞亮。""
没有照片 身高175以下 体重60以下 型号0-0.5 -～ 以上类型不回复！"	1pya15	1
3027	3.05	172	62	-1	145	23	有些伤口，时间久了就会慢慢长好；有些委屈，受过了想通了也就释然了；有些伤痛，忍过了疼久了也成习惯了	再见的约定	1
3028	3.05	177	69	1	16	23	头像本人。	随便叫点什么好了	2
3029	3.05	180	73	0.5	73	26		HansenKong	1
3030	3.05	176	65	1	221	28		libi7	1
3031	3.05	220	200	-1	83	19	.	喜欢顶焦度计	0
3032	3.05	177	62	-1	177	26	看清楚，不约，只聊天！	输入Wi-Fi	1
3033	3.05	180	65	-1	108	23	爱一个人最好的方式，是经营好自己，给对方一个优质的爱人。不是拼命对一个人好，那人就会拼命爱你。俗世的感情难免有现实的一面：你有价值，你的付出才有人重视。	D那片海	1
3034	3.05	180	70	0.5	179	33	本人一般人，不是特别帅，是大叔了，看凊再聊，开口要照片的勿扰。	男宫飞	1
3035	3.05	178	60	-1	11	26	"The most distant way in the world is not the way from birth to the end.          
It is when I sit near you that you don't understand I love you.     
 
The most distant way in the world is not that you're not sure I love you.     
It is when my love is be"	忧伤并快乐着	1
3036	3.05	170	60	0.5	11	38		苦瓜哥哥	0
3037	3.05	172	53	0.5	498	22	"一次就好，我带你去，天荒地老，，，，
微信\QQ1417242470"	非丶良人	1
3038	3.05	183	55	-1	467	23	"💍请叫我菜菜
    上来看帅哥而已！"	可不可以先用嘴	2
3039	3.05	175	73	1	349	29	阳光帅气青年，觅中老，活好到没有朋友	不错的大兄弟	1
3040	3.05	180	75	-1	2130	33	"没照片就不要问东问西！
健康 不c就好！
照片都是自己！"	什么名123456721	1
3041	3.05	183	66	-1	699	22	不约炮，假照勿扰，始终相信细水长流的感情更加可靠。	newnan	1
3042	3.05	178	65	0.5	585	22		小白Alaric	0
3043	3.05	175	70	0.5	42	27	累觉不爱，真真假假，虚虚实实，痴痴念念，冷冷淡淡。愿每个人都能在这悲凉的圈子从容的生存。	因为真诚所以高冷	1
3044	3.05	177	65	0.5	374	26	"
愿得一人心"	Jambalaya__	0
3045	3.06	178	60	-1	26	22	"天下人负我 我不负天下
就像我没照片你不理我一样 你没照片我也不会理你"	hile	1
3046	3.06	166	56	1	191	39	I'm not Chinese and I'm looking for any possibilities.	Dan77	1
3047	3.06	175	63	-1	19	25		忽雷君	1
3048	3.06	183	90	0.5	66	27	平凡就好.喜欢平淡生活的小幸福..	越简单越难的	1
3049	3.06	170	50	0.5	32	24	"丑到底是什么 
没照，不聊"	jijipette	1
3050	3.06	172	70	0.5	22	22	去不同的地方，看看不同的风景，遇见未知的自己。	Xyzme	1
3051	3.06	178	64	1	86	28		优衣库的库库	2
3052	3.06	175	69	0.5	103	27	我找成熟大叔	都不知道该说什么了	1
3053	3.06	170	45	-1	23	19	Hello boy	为什么没	1
3054	3.06	176	63	-1	314	28	你们咋都这么假啊？？？不就那么点事吗？喜欢直接了当	帅帅惹人爱爱爱	1
3055	3.06	175	60	1	98	25		南谨	1
3056	3.06	170	74	1	528	31	不聊	驴毛水怪	1
3057	3.06	170	50	-1	14	22		懂我心的你	1
3058	3.06	171	55	0	191	22	"诚交朋友☀

小受可以认识做朋友，当闺密💪

可以一起，跑步，吃饭，聊天，游泳，学习。

短发，强攻，合适了，本宝宝就收下了😁

注： 你可以不帅，但是你不能娘。

个人主义，没素质的，不爱干净，勿扰！！"	丑丑呀	0
3059	3.06	175	65	0.5	87	42	快乐	mjxg	1
3060	3.06	173	60	-1	107	29	平淡健康就是福！	牧野Dinky	2
3061	3.06	176	60	0.5	91	26		葡萄酒00	1
3062	3.06	185	75	0.5	12958	25	人生如棋局，因为落子无悔，所以步步惊心。有人落子如飞，有人举棋不定，只为了一个结局。胜者，坐拥江山，人间万物为之俯首称臣。败者，归去做个隐者，闲钓明月清风，怡然自得。—— 白落梅《陈迹·清欢》	MR-alexHA	2
3063	3.06	170	58	0.5	22	26	资料属实无需再问……	D我是帝王攻	1
3064	3.06	183	70	-1	14612	26	"不要再问照片是不是本人！已经认证！
还有就是不要再盗用我的照片放到同志网站或者激情小说、性保健上了！谢谢！"	Blue天空无名	0
3065	3.06	182	79	1	727	34	无一不干	一大哥	1
3066	3.06	176	60	0.5	488	20	"找对象
不约
不约
不约
no pic 
no pic
no pic
大三学生。单身汪"	唔--	0
3067	3.06	180	65	-1	33	27		珍惜朋友1234	1
3068	3.07	176	62	0.5	47	28	好好说话 别闹	JQKKKK	1
3069	3.07	178	70	-1	11	23	没事上来看看！！	xyxyxy123	1
3070	3.07	174	60	-1	87	28		威武霸气我是你晨哥	1
3071	3.07	170	61	1	10	37	交心，我们一起（我微信328744911）	szpop	1
3072	3.07	172	55	-1	318	24	谁不曾年少，不曾轻狂？再回首，也只是惘然。从不曾为过去后悔，只遗憾没能走到最后。	呵呵128	1
3073	3.07	176	60	0	413	24	喜欢浓眉单眼皮的男人    痞痞的就更好了😄  会不会太贪心了😅😅	WXY没有Z	1
3074	3.07	175	60	0	31	26		郁闷11666	1
3075	3.07	168	50	0	10	23		0舒乐0	1
3076	3.07	185	70	-1	54	27	我只想找个可以在一起说说话，聊聊天的兄弟朋友。有其它目的的就不要加我了。	薰衣草的话语	1
3077	3.07	172	60	-1	174	28	  爱情不是空气和水，没有了就不能生存，所以它不需要抛弃了自尊丢了原则去维持！	凉爽清风	1
3078	3.07	178	66	-1	66	22		Deonm	0
3079	3.07	175	65	-1	73	25	"不约，不聊骚
只交朋友，只希望能没事一起喝个小酒，聊个小天……"	Bhail	2
3080	3.07	178	68	-1	959	28	希望找一个可以一起健身，有共同爱好的男友。	大淳淳	1
3081	3.07	178	66	0	3097	26	性子直，有啥说啥，不要拐弯抹角的搭讪，时间贵贵的，人成天忙忙的……直来直去交朋友，有机会就摆脱单身，没机会就公害下去👿👿👿	忘記成長的AustinWang	1
3082	3.07	176	55	-1	298	24	👬	zingkerrollin	2
3083	3.07	172	64	-1	97	29	2013届省招的~「骗粉的就不要关注我了」	在路上521	1
3084	3.07	175	63	-1	1164	33	喜欢一个人，始于颜值，陷于才华，忠于人品	说爱你太难	2
3085	3.07	170	60	0	57	18	"我的爱情宣言是:既然选择爱，就不会放手。否则只会浪费你我的时间。
大叔勿扰。
聊天前请附照片
丑男勿扰"	爱你是我的幸运	0
3086	3.07	171	66	0.5	7	36	没意思......	篮子逗喜	1
3087	3.08	182	65	-1	39	22	洗洗睡吧！	毛毛鱼爱吃肉	1
3088	3.08	173	55	-1	248	26	喜欢画画，骑行，摄影，游泳，旅游，户外运动都是我的爱好，有相同爱好的可以相互交流。只交朋友，不约。	隐退8	1
3089	3.08	178	65	0.5	16	26	听不清的耳语最诚恳 看不到的内心都忠贞。	女又00	1
3090	3.08	176	65	-1	86	30		凌空万里	1
3091	3.08	173	65	1	588	32	喜欢排骨受欢迎小受受骚扰27以上胖的就免了微信shiyu78078	大茎纯一	1
3092	3.08	173	82	0	34	24	Its funny that I am on this app,  but all you have to do is chat to find out more about me 😙😙😙😙😙	欧阳Abdul	1
3093	3.08	173	58	-1	40	25	不聊有朋友了	有朋友了不聊只看	1
3094	3.08	174	62	0.5	87	28		一壶红茶	1
3095	3.08	172	58	0.5	27	23		爱人不如爱自己	1
3096	3.08	170	60	-1	188	42	都说世相迷离，我们常常在如烟世海中丢失了自己，而凡尘缭绕的烟火 又总是呛得你我不敢自由呼吸。千帆过尽，回首当年，那份纯净的 梦想早已渐行渐远，如今岁月留下的，只是满目荒凉。                           🐯⊙▽⊙    圈 乱，怕了。和有素质同类交朋友，不约炮。    本人单身，有老婆孩子的混圈的乱的请勿扰。	抓不住的风	2
3097	3.08	170	60	1	779	26	交成熟微胖朋友...	胡亥	1
3098	3.08	173	63	0	12	26		Tourist_Joo	0
3099	3.08	170	55	0	160	26	很多时候只是想太多～	mon_ours	1
3100	3.08	172	65	1	167	27		無心小爺	1
3101	3.08	175	85	1	510	44		不惑中年45	1
3102	3.08	170	70	-1	62	67		善于其心的人	0
3103	3.08	180	65	1	103	23		麋鹿先森丶	2
3104	3.08	179	60	0	25	23	丈量我离情 拉长十多里	夜郎1p	1
3105	3.08	177	65	1	139	18	看看	接地气接地气2111123	1
3106	3.08	181	58	-1	47332	19	                      唯一blued帐号！觉得没意思不太更新和直播了。请体谅下，人总有一段时间会觉得累。	项青森	1
3107	3.08	178	60	-1	377	28	"只要你简单、我也就很简单！也许我们就可以继续。。。                                                                 
微信308241043"	上野吉君	1
3108	3.08	173	65	0.5	11	22	兄弟们,我在小南门 ,最近心情不好,想找个0,5陪我	uiopytrrr	2
3109	3.08	176	65	1	170	22	我对 外语 财经 法律 感兴趣  	成云刚	1
3110	3.08	179	77	1	736	37	心有裂痕 才能让阳光照射进来	长江头	1
3111	3.08	177	60	0.5	488	25	随便看看	Dorjel	0
3112	3.08	175	60	0.5	344	29		六六六六六六六六	1
3113	3.08	183	67	1	352	24		丶Nieo	0
3114	3.08	175	55	0.5	33	24	对你爱爱不完我愿天天黏在一起到永远	浴火重AAA	1
3115	3.09	181	67	-1	51	24		大狗小宝	1
3116	3.09	185	76	1	80	26	不喜胖丑，不找对象，不要问我找什么	V-master	1
3117	3.09	169	62	0.5	36	28	想多认识些朋友	等爱6636	1
3118	3.09	173	57	0.5	72	23		aaahz猫不好玩	1
3119	3.09	183	75	1	1713	29	人丑，钱少，勾搭需谨慎，约炮不回，照片不给，什么？你和我谈感情？没钱有p的感情！	创可贴	0
3120	3.09	178	60	1	47	25		七龙珠	1
3121	3.09	169	45	-1	74	20	"😏😏😏
"	Suuniven	1
3122	3.09	171	58	0.5	2	20	或许在这个世上，再也没有永远！	猫爱鱼鱼	1
3123	3.09	186	67	1	463	23	"万年单身🐶。（单身是贵族）😆
         到了这个年纪，不是遇到了想要照顾的人便奋不顾身的去找他，而是要看清现实，现实会教会你你需要的是什么。
        在感情没到那份上的时候，你想爱人家好好爱就是了，爱就是嘘寒问暖，是犬马之诚，是投以木李，报之琼玖，匪报而永以为好也。什么欲擒故纵，什么声东击西，什么知我者谓我心忧，不知我者谓我何求。别学那些没用的，初级就只能做任务，被爱的人才有资格用技能。"	虫叉叉叉叉	1
3124	3.09	181	68	1	35	22	不要用你的特别清楚，来对我的难得糊涂。	别摸我1994	1
3125	3.09	173	57	1	536	24		XIAOSAYE	1
3126	3.09	173	67	1	227	33	"我家小宝偶尔还是蛮可爱的

不约，有bf🙂"	Tipple	1
3127	3.09	178	65	0.5	115	25		夏天o-o	1
3128	3.09	175	56	0	158	18		处吻	1
3129	3.09	175	65	-1	7	21	面朝大海，春暖花开	有点不懂	0
3130	3.09	172	62	1	1558	29	听的见你心在跳❤最重要	嫌疑人_X	1
3131	3.09	175	70	0.5	221	29	多肉植物	cucii	1
3132	3.09	178	55	0.5	19	20	清秀小帅乀(ˉεˉ乀)不闲聊，你懂的	清秀小奇	2
